job_id,requirement_text,requirement_level,skill_raw,skill_normalized,ability_category,base_weight,role_relevance,weighted_score
"J010","熟悉Linux、Docker和Kubernetes运维","必备","Docker/Kubernetes","云原生部署","部署与可观测性","3","0.3","0.9"
"J010","评估开源Agent工具并推动内部落地","职责","Agent Evaluation","Agent工具评估","Agent Evaluation","3","0.3","0.9"
"J010","RAG或Multi-Agent实践属于加分项","加分","RAG/Multi-Agent","RAG与多智能体","RAG与检索","2","0.3","0.6"
"J011","熟练Python、Go或C++中的一种","必备","Python/Go/C++","至少一门系统或后端语言","编程与计算机基础","3","0.3","0.9"
"J011","设计气象大模型后端和分布式数据处理","职责","分布式后端","分布式数据与服务","后端与数据库","3","0.3","0.9"
"J011","开发模型服务API和实时数据管线","职责","模型服务API","服务接口与系统集成","后端与数据库","3","0.3","0.9"
"J011","熟悉MySQL和Redis等数据库操作","必备","MySQL/Redis","数据库与缓存","后端与数据库","3","0.3","0.9"
"J011","熟悉Docker和Kubernetes容器环境","必备","Docker/Kubernetes","云原生部署","部署与可观测性","3","0.3","0.9"
"J011","深度学习和模型推理部署经验加分","加分","深度学习/模型推理","模型推理服务","模型训练与算法","2","0.3","0.6"
"J012","精通Python并具备工程和数据处理基础","必备","Python","Python","编程与计算机基础","3","0.7","2.1"
"J012","设计单Agent与多Agent系统","职责","Multi-Agent","多智能体协作","工作流编排","3","0.7","2.1"
"J012","实现任务分解、工具调用、记忆和多步推理","职责","Agent架构","Agent核心架构","Agent Loop","3","0.7","2.1"
"J012","使用LangChain或LangGraph进行智能体编排","职责","LangGraph","有状态Agent工作流","工作流编排","3","0.7","2.1"
"J012","构建企业知识图谱与图数据库应用","职责","Neo4j/知识图谱","知识图谱工程","RAG与检索","3","0.7","2.1"
"J012","LLM部署、微调、量化和监控经验加分","加分","微调/量化/部署","模型工程","模型训练与算法","2","0.7","1.4"
"J012","LLM、Agent或RAG评估经验加分","加分","RAG Evaluation","RAG评估","Agent Evaluation","2","0.7","1.4"
"J013","掌握Python或Java","必备","Python/Java","Python或Java","编程与计算机基础","3","0.7","2.1"
"J013","支持模型部署、调用和应用构建","职责","LLM API","模型API集成","LLM基础","3","0.7","2.1"
"J013","建设知识库并输出业务技术方案","职责","知识库","企业知识库建设","RAG与检索","3","0.7","2.1"
"J013","RAG项目经验属于优先项","加分","RAG","RAG全链路","RAG与检索","2","0.7","1.4"
"J013","Prompt工程经验属于优先项","加分","Prompt Engineering","Prompt工程","Prompt与上下文工程","2","0.7","1.4"
"J013","MCP经验属于优先项","加分","MCP","MCP与工具协议","MCP与外部集成","2","0.7","1.4"
"J013","云产品技术支持经验加分","加分","云产品支持","云服务交付","部署与可观测性","2","0.7","1.4"
"J014","熟练Python并具有两年以上后端或AI系统经验","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J014","开发上下文、工具调用和任务规划等Agent能力","职责","Agent架构","Agent核心架构","Agent Loop","3","1.0","3.0"
"J014","理解Prompt、RAG和Function Calling","必备","Function Calling","Tool Calling","Tool Calling","3","1.0","3.0"
"J014","熟练使用LangGraph等框架","必备","LangGraph","有状态Agent工作流","工作流编排","3","1.0","3.0"
"J014","处理工具协同和错误恢复并推动生产落地","职责","错误恢复","Agent可靠性与恢复","Agent Loop","3","1.0","3.0"
"J014","ToB Agent落地或自研核心模块经验加分","加分","ToB Agent项目","生产级Agent项目","Agent Loop","2","1.0","2.0"
"J015","长期使用Java并熟悉Spring Cloud者优先","加分","Java/Spring Cloud","Java微服务后端","后端与数据库","2","1.0","2.0"
"J015","参与大模型和Agent评估系统开发","职责","Agent Evaluation","Agent评估","Agent Evaluation","3","1.0","3.0"
"J015","建设GraphRAG、召回排序和Query改写","职责","GraphRAG/Rerank/Query Rewrite","高级RAG与检索优化","RAG与检索","3","1.0","3.0"
"J015","参与工作流和Agent应用开发","职责","Agent/Workflow","Agent工作流","工作流编排","3","1.0","3.0"
"J015","Agent、Workflow、RAG或评估系统经历优先","加分","Agent/RAG项目","大模型应用项目","Agent Loop","2","1.0","2.0"
"J016","精通Python并掌握异步和高并发服务开发","必备","Python/FastAPI","Python Web服务","后端与数据库","3","1.0","3.0"
"J016","建设规划、记忆、推理和工具调用Agent","职责","Agent架构","Agent核心架构","Agent Loop","3","1.0","3.0"
"J016","开发Skills、RAG、MCP和多智能体工作流","职责","RAG/MCP/Multi-Agent","企业Agent集成链路","MCP与外部集成","3","1.0","3.0"
"J016","熟悉向量数据库和Redis缓存","必备","Milvus/Faiss/PGVector/Redis","向量数据库与缓存","RAG与检索","3","1.0","3.0"
"J016","使用至少一种Agent框架并具备Prompt能力","必备","LangChain/LangGraph/AutoGen","Agent框架与工作流","工作流编排","3","1.0","3.0"
"J016","熟悉Docker、Kubernetes和微服务部署","必备","Docker/Kubernetes","云原生部署","部署与可观测性","3","1.0","3.0"
"J016","建设日志监控、异常处理和性能优化","职责","日志监控","Tracing与可观测性","部署与可观测性","3","1.0","3.0"
"J016","多租户或行业数字化项目经验加分","加分","多租户ToB","企业级交付能力","后端与数据库","2","1.0","2.0"
"J017","具备1-3年Java后端经验并掌握JVM与并发","必备","Java/JVM/并发","Java工程基础","编程与计算机基础","3","1.0","3.0"
"J017","熟悉Spring Boot与Spring Cloud","必备","Spring Boot/Spring Cloud","Java微服务后端","后端与数据库","3","1.0","3.0"
"J017","熟悉Redis及Kafka或RocketMQ","必备","Redis/Kafka/RocketMQ","缓存与消息中间件","后端与数据库","3","1.0","3.0"
"J017","开发Agent编排、LLM调用、工具调用和知识库模块","职责","Agent编排/Tool Use/RAG","Agent平台核心模块","Agent Loop","3","1.0","3.0"
"J017","了解Prompt与Function Calling或Tool Use","必备","Function Calling/Tool Use","Tool Calling","Tool Calling","3","1.0","3.0"
"J017","参与调用链、Token统计和日志采集","职责","Tracing/Token/日志","Tracing与可观测性","部署与可观测性","3","1.0","3.0"
"J017","了解模型API和兼容协议","必备","LLM API","模型API集成","LLM基础","3","1.0","3.0"
"J018","精通Python并熟悉FastAPI或Flask","必备","Python/FastAPI","Python Web服务","后端与数据库","3","1.0","3.0"
"J018","设计规划、工具、对话和记忆等Agent模块","职责","Agent架构","Agent核心架构","Agent Loop","3","1.0","3.0"
"J018","搭建LangGraph等高可用Agent工作流","职责","LangGraph","有状态Agent工作流","工作流编排","3","1.0","3.0"
"J018","建设解析、向量库、召回、重排和知识库评测","职责","RAG Evaluation","RAG评估","Agent Evaluation","3","1.0","3.0"
"J018","掌握RAG、Function Calling和思维链","必备","RAG/Function Calling","RAG与工具调用","Tool Calling","3","1.0","3.0"
"J018","熟悉Milvus或Faiss等向量数据库","必备","Milvus/Faiss","向量数据库","RAG与检索","3","1.0","3.0"
"J018","熟悉Linux、Docker与Git","必备","Docker/Linux","容器化部署","部署与可观测性","3","1.0","3.0"
"J018","MCP、A2A、微调或分布式经验加分","加分","MCP/A2A/LoRA","协议与模型工程扩展","MCP与外部集成","2","1.0","2.0"
"J019","熟练Python并能快速构建AI原型","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J019","理解Transformer和主流模型能力边界","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J019","设计规划、记忆、工具和执行组成的Agent","职责","Agent架构","Agent核心架构","Agent Loop","3","1.0","3.0"
"J019","使用Dify、Coze或LangChain搭建多步骤工作流","职责","Dify/Coze/LangChain","可视化工作流编排","工作流编排","3","1.0","3.0"
"J019","建立效果评估并优化Prompt、RAG与稳定性","职责","Agent Evaluation","Agent评估","Agent Evaluation","3","1.0","3.0"
"J019","具有至少一个从需求到Demo的完整项目","必备","完整AI项目","可验证项目证据","编程与计算机基础","3","1.0","3.0"
"J019","RAG和向量数据库经验加分","加分","RAG/Milvus/Chroma/Pinecone","RAG与向量检索","RAG与检索","2","1.0","2.0"
"J020","两年以上研发或AI应用经验且精通Python","必备","Python","Python","编程与计算机基础","3","0.7","2.1"
"J020","集成主流LLM API并开发研发工具","职责","LLM API","模型API集成","LLM基础","3","0.7","2.1"
"J020","使用LangChain或LangGraph开发Agent和RAG","职责","LangGraph/RAG","Agent与RAG应用","Agent Loop","3","0.7","2.1"
"J020","掌握Prompt并具有RAG或Agent实战","必备","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","0.7","2.1"
"J020","熟悉向量库和MySQL/PostgreSQL","必备","Milvus/Faiss/Chroma/MySQL/PostgreSQL","向量库与关系数据库","RAG与检索","3","0.7","2.1"
"J020","熟悉Docker、Kubernetes和云服务部署","必备","Docker/Kubernetes","云原生部署","部署与可观测性","3","0.7","2.1"
"J020","负责LoRA等模型微调和性能优化","职责","LoRA","模型微调","模型训练与算法","3","0.7","2.1"
"J020","熟悉自动构建测试部署流程","必备","CI/CD","持续交付","部署与可观测性","3","0.7","2.1"
"J021","精通Python以及FastAPI或Sanic","必备","Python/FastAPI/Sanic","Python Web服务","后端与数据库","3","0.7","2.1"
"J021","主导Agent产品后端从需求到上线","职责","Agent后端","生产级Agent后端","Agent Loop","3","0.7","2.1"
"J021","理解任务规划、记忆和工具调用","必备","Agent架构","Agent核心架构","Agent Loop","3","0.7","2.1"
"J021","构建插件化工具和外部API接入","职责","Tool Use/API","Tool Calling","Tool Calling","3","0.7","2.1"
"J021","熟悉MySQL、Redis和MongoDB","必备","MySQL/Redis/MongoDB","数据库与缓存","后端与数据库","3","0.7","2.1"
"J021","能够在Docker和Kubernetes环境部署","必备","Docker/Kubernetes","云原生部署","部署与可观测性","3","0.7","2.1"
"J021","建设容灾、高可用与监控告警","职责","监控告警/容灾","服务可靠性与可观测性","部署与可观测性","3","0.7","2.1"
"J021","RAG、微调、记忆系统或工具调度经验加分","加分","RAG/微调/Memory","Agent高级能力","状态与记忆","2","0.7","1.4"
"J022","精通Python、asyncio和面向对象开发","必备","Python/asyncio","Python异步工程","编程与计算机基础","3","1.0","3.0"
"J022","开发规划、推理、多智能体和状态恢复能力","职责","Checkpoint/Multi-Agent","任务持久化与恢复","状态与记忆","3","1.0","3.0"
"J022","集成LangChain、LangGraph、AgentScope或Dify","职责","LangGraph/Dify","有状态Agent工作流","工作流编排","3","1.0","3.0"
"J022","构建RAG并优化Prompt","职责","RAG/Prompt Engineering","RAG与Prompt工程","RAG与检索","3","1.0","3.0"
"J022","开发API、函数和内部系统工具集","职责","Function Calling","Tool Calling","Tool Calling","3","1.0","3.0"
"J022","建立评估体系衡量Agent表现","职责","Agent Evaluation","Agent评估","Agent Evaluation","3","1.0","3.0"
"J022","熟悉REST、MySQL或PostgreSQL","必备","REST/MySQL/PostgreSQL","服务接口与数据库","后端与数据库","3","1.0","3.0"
"J022","Java和Vue基础属于加分项","加分","Java/Vue","Java全栈协作","编程与计算机基础","2","1.0","2.0"
"J023","具备扎实Java基础并掌握Spring Boot","必备","Java/Spring Boot","Java微服务后端","后端与数据库","3","1.0","3.0"
"J023","掌握MySQL或Oracle、Redis及消息队列","必备","MySQL/Oracle/Redis/MQ","数据库与中间件","后端与数据库","3","1.0","3.0"
"J023","使用Dify或n8n编排流程并配置Skills和MCP","职责","Dify/n8n/MCP","工作流与MCP集成","MCP与外部集成","3","1.0","3.0"
"J023","理解RAG文档解析、切片、Embedding和向量检索","必备","RAG","RAG全链路","RAG与检索","3","1.0","3.0"
"J023","熟悉Function Calling或Tool Use","必备","Function Calling/Tool Use","Tool Calling","Tool Calling","3","1.0","3.0"
"J023","掌握上下文压缩和多轮Memory管理","必备","Context Engineering/Memory","上下文与状态管理","状态与记忆","3","1.0","3.0"
"J023","建立检索准确率、相关性、幻觉率等评估","职责","RAG Evaluation","RAG评估","Agent Evaluation","3","1.0","3.0"
"J023","熟悉Docker、Kubernetes和CI/CD","必备","Docker/Kubernetes/CI-CD","云原生持续交付","部署与可观测性","3","1.0","3.0"
"J023","具备Prompt版本管理和防注入意识","必备","Prompt Injection","提示注入防护","安全与权限","3","1.0","3.0"
"J024","具备一年以上Agent或LLM应用经验和Python基础","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J024","使用Coze或Dify设计、调试和部署Agent","职责","Coze/Dify","可视化工作流编排","工作流编排","3","1.0","3.0"
"J024","通过插件和二次开发扩展Agent平台","职责","插件开发","工具能力封装","Tool Calling","3","1.0","3.0"
"J024","使用MCP管理数据库、API和函数工具","职责","MCP","MCP与工具协议","MCP与外部集成","3","1.0","3.0"
"J024","探索A2A和多智能体通信协作","职责","A2A/Multi-Agent","Agent间通信","MCP与外部集成","3","1.0","3.0"
"J024","了解Git和Docker工程工具","必备","Docker/Git","容器化部署","部署与可观测性","3","1.0","3.0"
"J024","开源贡献、博客或个人项目加分","加分","开源项目","可验证项目证据","编程与计算机基础","2","1.0","2.0"
"J025","熟练Python并有两年以上知识库或RAG相关经验","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J025","负责文档清洗、切片、索引和知识库持续优化","职责","RAG","RAG全链路","RAG与检索","3","1.0","3.0"
"J025","设计Embedding、召回和排序策略","职责","Embedding/Rerank","检索优化","RAG与检索","3","1.0","3.0"
"J025","建立知识库质量评测体系","职责","RAG Evaluation","RAG评估","Agent Evaluation","3","1.0","3.0"
"J025","熟悉Milvus、Pinecone或Weaviate者加分","加分","Milvus/Pinecone/Weaviate","向量数据库","RAG与检索","2","1.0","2.0"
"J025","团队使用LangChain、LlamaIndex和模型API","职责","LangChain/LlamaIndex/LLM API","RAG应用框架","RAG与检索","3","1.0","3.0"
"J025","从零知识库或真实行业RAG落地经验加分","加分","RAG项目","生产级RAG项目","RAG与检索","2","1.0","2.0"
"J001","深入理解LLM、Agent和RAG核心原理","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J001","Agent核心模块包含工具调用能力","职责","Function Calling","Tool Calling","Tool Calling","3","1.0","3.0"
"J001","Agent核心模块包含上下文和长短期记忆","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J003","理解Prompt作用方式和上下文机制","必备","Prompt Engineering","Prompt与上下文工程","Prompt与上下文工程","3","1.0","3.0"
"J003","Agent Runtime包含工具调用","职责","Tool Use","Tool Calling","Tool Calling","3","1.0","3.0"
"J003","Agent Runtime包含记忆管理","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J005","理解大语言模型应用开发","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J005","通过Prompt和ReAct优化复杂问题解决","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J005","Agent全栈系统包含工具调用","职责","Tool Use","Tool Calling","Tool Calling","3","1.0","3.0"
"J005","Agent全栈系统包含记忆能力","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J006","了解大模型API对接和Prompt工程者加分","加分","LLM API","模型API集成","LLM基础","2","1.0","2.0"
"J006","Prompt工程实践属于加分项","加分","Prompt Engineering","Prompt工程","Prompt与上下文工程","2","1.0","2.0"
"J007","理解Agent设计范式和模型上下文","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J007","设计Chat History和上下文记忆机制","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J008","深入理解LLM并熟悉Prompt技术","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","0.7","2.1"
"J008","负责Prompt设计、实验和迭代","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","0.7","2.1"
"J009","对多家主流模型进行工程化应用与优化","职责","LLM API","模型API集成","LLM基础","3","0.7","2.1"
"J009","负责Prompt工程和长上下文相关优化","职责","Prompt Engineering","Prompt与上下文工程","Prompt与上下文工程","3","0.7","2.1"
"J009","Skills工程包含可调用工具能力","职责","Agent Skills","Tool Calling","Tool Calling","3","0.7","2.1"
"J009","长程Agent要求上下文和记忆管理","必备","Memory","状态与记忆","状态与记忆","3","0.7","2.1"
"J012","理解主流大语言模型工作机制","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","0.7","2.1"
"J012","实现Agent工具调用能力","职责","Tool Use","Tool Calling","Tool Calling","3","0.7","2.1"
"J012","实现Agent记忆管理能力","职责","Memory","状态与记忆","状态与记忆","3","0.7","2.1"
"J012","通过Prompt和多步推理优化Agent","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","0.7","2.1"
"J014","理解Prompt工程","必备","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J014","开发上下文管理能力","职责","Context Engineering","上下文工程","Prompt与上下文工程","3","1.0","3.0"
"J014","复杂长对话需要维护状态和记忆","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J015","长期使用Java进行大模型应用开发","必备","Java","Java","编程与计算机基础","3","1.0","3.0"
"J015","参与Agent应用和工作流研发","职责","Agent架构","Agent核心架构","Agent Loop","3","1.0","3.0"
"J016","精通Python并具备工程化思维","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J016","掌握结构化Prompt以控制输出和幻觉","必备","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J016","Agent核心模块包含记忆能力","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J016","Agent核心模块包含工具调用","职责","Function Calling","Tool Calling","Tool Calling","3","1.0","3.0"
"J018","精通Python并具备模块化设计能力","必备","Python","Python","编程与计算机基础","3","1.0","3.0"
"J018","深入理解LLM核心原理","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J018","负责Prompt设计、调优和版本管理","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J018","Agent系统包含对话和记忆管理","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J019","持续优化Prompt工程","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J019","Agent架构包含记忆管理","职责","Memory","状态与记忆","状态与记忆","3","1.0","3.0"
"J019","Agent架构包含工具调用","职责","Tool Use","Tool Calling","Tool Calling","3","1.0","3.0"
"J020","LangGraph Agent开发包含工具调用和系统集成","职责","Function Calling","Tool Calling","Tool Calling","3","0.7","2.1"
"J021","精通Python后端开发","必备","Python","Python","编程与计算机基础","3","0.7","2.1"
"J022","理解主流LLM原理、优势和局限","必备","大语言模型原理","LLM基础与能力边界","LLM基础","3","1.0","3.0"
"J022","优化Prompt策略提升理解和生成效果","职责","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J023","具备扎实Java编程基础","必备","Java","Java","编程与计算机基础","3","1.0","3.0"
"J023","了解主流模型特点并有API调试经验","必备","LLM API","模型API集成","LLM基础","3","1.0","3.0"
"J023","掌握结构化Prompt模板和版本管理","必备","Prompt Engineering","Prompt工程","Prompt与上下文工程","3","1.0","3.0"
"J024","理解ReAct和Plan-and-Execute等Agent模式","职责","ReAct","Agent决策循环","Agent Loop","3","1.0","3.0"
"J002","参与RAG平台能力的功能迭代","职责","RAG","RAG全链路","RAG与检索","3","0.7","2.1"
"J008","负责RAG链路设计、实验和迭代","职责","RAG","RAG全链路","RAG与检索","3","0.7","2.1"
"J017","开发Agent平台知识库模块","职责","知识库","企业知识库建设","RAG与检索","3","1.0","3.0"
"J021","RAG实践属于加分项","加分","RAG","RAG全链路","RAG与检索","2","0.7","1.4"
